oid,order_date,revenue,uid
o_1149398075210,2019-03-07,1723,8231127554844
o_2481316005619,2019-03-19,1292,8231127554844
o_5303888024966,2019-04-26,469,8231127554844
o_1820971697912,2019-05-02,1466,8231127554844
o_3330739989749,2019-06-05,1166,8231127554844
o_4150545621560,2019-06-05,869,8231127554844
o_5023451668853,2019-07-26,537,4575934879740
o_5742737037397,2019-09-08,347,4575934879740
o_0236679708705,2019-02-26,1279,7009278233212
o_8970105185884,2019-02-27,1244,7009278233212
o_8304263318752,2019-03-01,1121,7009278233212
o_7193333677346,2019-04-07,684,7009278233212
o_7926137974904,2019-05-16,833,7009278233212
o_3441626814201,2019-06-21,1713,7009278233212
o_2936663904165,2019-06-04,595,5848705900257
o_1067499329158,2019-06-26,1191,5848705900257
o_7074521014955,2019-07-12,544,5848705900257
o_1190515119997,2019-08-21,749,5848705900257
o_3750476544412,2019-08-25,779,5848705900257
o_7714830627155,2019-06-11,918,4364430751359
o_2215587754521,2019-07-06,618,4364430751359
o_8701754687005,2019-07-19,1149,4364430751359
o_1020423368043,2019-07-20,519,4364430751359
o_3198080830659,2019-04-15,1431,5863298897791
o_2979863188355,2019-05-10,1598,5863298897791
o_8601651428957,2019-05-10,706,5863298897791
o_8969074152157,2019-06-10,1404,5863298897791
o_2086992650674,2019-07-16,1682,5863298897791
o_2805029517793,2019-07-24,256,5863298897791
o_1721176900824,2019-02-04,1743,9184509826864
o_4951240883006,2019-03-11,342,9184509826864
o_6746317859217,2019-04-10,1285,9184509826864
o_9218214496071,2019-04-28,1533,9184509826864
o_2324525656923,2019-05-19,305,9184509826864
o_2975320123945,2019-06-18,927,9184509826864
o_6812683460415,2019-01-17,1752,3680246755024
o_8370541327631,2019-01-30,1118,3680246755024
o_3526462326320,2019-02-07,1678,3680246755024
o_3782171796421,2019-02-12,1373,3680246755024
o_1295629941424,2019-02-24,308,3680246755024
o_9332584698719,2019-03-10,1671,3680246755024
o_2442777124387,2019-06-24,1157,5472593594955
o_8591759664480,2019-07-17,782,5472593594955
o_0895285175853,2019-08-29,808,5472593594955
o_7644298187413,2019-07-27,1692,9576717983581
o_6219123233125,2019-08-07,1173,9576717983581
o_8509554128465,2019-08-13,956,9576717983581
o_5463983797568,2019-08-13,679,9576717983581
o_4770468293073,2019-06-26,276,9133099347716
o_0784462972036,2019-07-18,1435,9133099347716
o_9240148347655,2019-08-02,1680,9133099347716
o_6539102172819,2019-08-31,1756,9133099347716
o_5278774189442,2019-06-26,1210,5534446106262
o_8356903060880,2019-06-28,295,5534446106262
o_5436041149630,2019-07-22,1229,5534446106262
o_0984546353212,2019-08-15,1319,5534446106262
o_9489170676115,2019-08-29,979,5953335503379
o_8450964606077,2019-09-07,1167,5953335503379
o_3876188117420,2019-05-04,988,8964331812485
o_5569434810111,2019-06-04,1462,8964331812485
o_5110505598089,2019-07-15,472,8964331812485
o_7799861443738,2019-08-08,454,8964331812485
o_9160373102563,2019-02-16,1431,0177782157878
o_9968748502853,2019-03-27,568,0177782157878
o_2942478558066,2019-04-29,1305,0177782157878
o_3116524026499,2019-05-11,1696,0177782157878
o_7713046232573,2019-05-28,652,0177782157878
o_2018271134131,2019-06-27,610,0177782157878
o_9871437995327,2019-09-02,693,6633148836930
o_8810356607080,2019-09-08,1176,6633148836930
o_7550385944695,2019-09-05,520,0201613684094
o_7119184027192,2019-08-14,1330,4342383714249
o_9980002438524,2019-02-15,518,5743325987599
o_4067376276947,2019-03-01,643,5743325987599
o_7580858082357,2019-03-20,945,5743325987599
o_4652338188538,2019-04-11,1107,5743325987599
o_7484589000676,2019-05-03,1122,5743325987599
o_5768834890833,2019-05-17,1624,5743325987599
o_2244836692727,2019-05-14,461,3051669654483
o_8484571530753,2019-06-15,1053,3051669654483
o_5195214451566,2019-07-01,1578,3051669654483
o_1782990005348,2019-08-01,254,3051669654483
o_9808652054287,2019-08-26,365,3051669654483
o_2805320510882,2019-05-21,926,5787163671364
o_4485876403203,2019-06-22,864,5787163671364
o_1049922544222,2019-07-15,1369,5787163671364
o_5403699125590,2019-08-07,801,5787163671364
o_2520909252730,2019-08-27,1212,5787163671364
o_5382398975043,2019-05-16,1045,1579690337561
o_4704472500421,2019-06-05,1566,1579690337561
o_9455229096319,2019-07-09,1490,1579690337561
o_5971538192091,2019-08-14,1034,1579690337561
o_6691794379942,2019-02-18,826,0652549504343
o_1351635687302,2019-02-22,626,0652549504343
o_5240417068537,2019-03-04,1437,0652549504343
o_4669580569138,2019-04-03,720,0652549504343
o_1128645081839,2019-05-02,716,0652549504343
o_3295258925435,2019-05-21,1402,0652549504343
o_3621270479524,2019-04-21,1255,1975455425977
o_3400956925896,2019-05-25,1102,1975455425977
o_4031923111968,2019-06-10,239,1975455425977
o_3593451920104,2019-07-04,1251,1975455425977
o_1766540208441,2019-08-11,753,1975455425977
o_8906431401169,2019-05-07,415,3120664321109
o_5189681310945,2019-05-21,934,3120664321109
o_8065380556303,2019-05-30,1113,3120664321109
o_7622815441187,2019-06-19,1421,3120664321109
o_8600649381762,2019-07-18,584,3120664321109
o_0103912001193,2019-05-26,955,0749778105073
o_1516816072098,2019-05-30,239,0749778105073
o_9631849200637,2019-06-28,870,0749778105073
o_2202064486747,2019-07-14,730,0749778105073
o_7186427578070,2019-09-01,928,8466621224997
o_3749085399605,2019-02-16,1134,4110229665020
o_7308436674967,2019-03-21,1098,4110229665020
o_0526415575808,2019-04-23,1338,4110229665020
o_5856813952723,2019-04-24,957,4110229665020
o_9002852277648,2019-04-25,888,4110229665020
o_0724800306239,2019-05-11,971,4110229665020
o_7766270221745,2019-07-23,1589,2545103504928
o_3650219663526,2019-08-22,1380,2545103504928
o_1130621324748,2019-08-23,702,2545103504928
o_8110413028231,2019-08-12,228,7593224088099
o_2877885900910,2019-08-13,901,7593224088099
o_8754888341695,2019-09-07,1224,7593224088099
o_1827140906950,2019-05-03,906,1991854030840
o_8249334881110,2019-06-01,1212,1991854030840
o_4544153906865,2019-06-06,1003,1991854030840
o_1356011414800,2019-06-17,236,1991854030840
o_1627681663981,2019-07-05,1692,1991854030840
o_6511789635412,2019-08-02,1065,1991854030840
o_4721343666505,2019-06-17,861,3294130915373
o_4543061464917,2019-07-06,439,3294130915373
o_8610493774122,2019-08-13,794,3294130915373
o_3055157645311,2019-08-28,439,3294130915373
o_1763879122479,2019-06-28,436,2404961467274
o_3524617767448,2019-07-07,1607,2404961467274
o_0635899977999,2019-08-16,1333,2404961467274
o_5247417991629,2019-01-18,359,6705180837548
o_5972089328151,2019-02-27,667,6705180837548
o_8257434350443,2019-03-22,456,6705180837548
o_4252611980479,2019-04-07,983,6705180837548
o_6759722820550,2019-04-23,1375,6705180837548
o_6088307484123,2019-05-12,737,6705180837548
o_1124541327958,2019-05-29,1762,5047577106204
o_3650140791800,2019-07-06,301,5047577106204
o_0868684699343,2019-07-18,809,5047577106204
o_8733899214426,2019-08-12,971,5047577106204
o_5896388965155,2019-03-26,1144,0404346207299
o_9933327003151,2019-05-01,591,0404346207299
o_9574970923016,2019-06-04,935,0404346207299
o_5987915488824,2019-06-11,336,0404346207299
o_6784305225286,2019-07-07,1683,0404346207299
o_8681505427619,2019-07-26,1627,0404346207299
o_5703245073024,2019-07-24,459,0654132397424
o_9173917338137,2019-09-06,596,0654132397424
o_9042130092587,2019-01-18,1594,4819731816691
o_9077987756849,2019-02-23,1470,4819731816691
o_2203833152146,2019-04-07,1413,4819731816691
o_6306657662931,2019-04-18,1756,4819731816691
o_5545786324568,2019-04-27,1586,4819731816691
o_2493456837418,2019-05-17,1369,4819731816691
o_7792013112704,2019-07-23,996,1805232814864
o_2028274154814,2019-08-25,599,1805232814864
o_2748148355269,2019-08-08,363,0760428607655
o_7315851084196,2019-05-06,936,1494509967176
o_3288244154803,2019-05-14,731,1494509967176
o_3095790110722,2019-06-21,842,1494509967176
o_7007542433849,2019-07-07,931,1494509967176
o_2839211237626,2019-07-16,1179,1494509967176
o_6956879354994,2019-08-08,1749,1494509967176
o_2905632075977,2019-05-20,1727,8525778236694
o_3242578194065,2019-05-22,1091,8525778236694
o_8653745987888,2019-05-24,1731,8525778236694
o_6349089249462,2019-06-13,1522,8525778236694
o_2710784861282,2019-06-25,1049,8525778236694
o_0606737912977,2019-02-10,477,6928912924051
o_4364958897683,2019-03-19,1069,6928912924051
o_6408022495189,2019-03-22,257,6928912924051
o_8912975005954,2019-04-09,1524,6928912924051
o_4404578504384,2019-04-26,477,6928912924051
o_5426217632141,2019-05-05,558,6928912924051
o_0179014366232,2019-06-20,1407,9439650004600
o_9026145156861,2019-06-24,1714,9439650004600
o_0366080620270,2019-07-13,1396,9439650004600
o_3129644660412,2019-08-22,1706,9439650004600
o_9257398048447,2019-05-19,588,2166440180271
o_8114936394484,2019-06-28,949,2166440180271
o_3176610294256,2019-07-18,948,2166440180271
o_0463945302880,2019-08-14,1448,2166440180271
o_9702504293995,2019-05-30,1420,5744943003661
o_1688611971712,2019-05-30,978,5744943003661
o_4096740507912,2019-06-25,732,5744943003661
o_4392757830259,2019-07-22,721,5744943003661
o_9720199181502,2019-03-17,316,9661013208404
o_9759234074332,2019-03-29,1381,9661013208404
o_5030898455618,2019-04-04,673,9661013208404
o_8577561119837,2019-04-25,501,9661013208404
o_9527888941481,2019-06-07,589,9661013208404
o_1487280107923,2019-07-04,986,9661013208404
o_8382702662260,2019-07-10,308,4034654694069
o_2281984420260,2019-08-06,1007,4034654694069
o_2017111666207,2019-09-01,942,9004667937267
o_6560135902616,2019-04-18,1529,0160082981625
o_8424681437580,2019-05-18,282,0160082981625
o_2127362665062,2019-05-26,1400,0160082981625
o_3374791298159,2019-07-04,907,0160082981625
o_3055266229068,2019-08-14,1061,0160082981625
o_9927821542704,2019-08-16,1306,1310317000389
o_4091775203075,2019-08-16,1353,1310317000389
o_7218055873156,2019-08-20,1613,1310317000389
o_4340099165638,2019-08-25,1354,1310317000389
o_8358824535805,2019-05-14,1035,8354758971009
o_9551462976378,2019-05-25,627,8354758971009
o_4574331438048,2019-05-27,1553,8354758971009
o_4502049860028,2019-06-09,292,8354758971009
o_9042729011814,2019-09-08,1494,5998492640857
o_6180965460409,2019-02-11,768,5625927465388
o_6431727592471,2019-02-13,414,5625927465388
o_3205345329046,2019-03-01,1221,5625927465388
o_4091079051266,2019-03-18,738,5625927465388
o_4633102470257,2019-04-26,387,5625927465388
o_6857708209815,2019-05-11,432,5625927465388
o_6206776314806,2019-04-28,267,4721972043784
o_0539494029032,2019-06-02,237,4721972043784
o_8922185053386,2019-07-15,435,4721972043784
o_3374243008565,2019-07-18,1611,4721972043784
o_6963675565868,2019-08-17,1159,4721972043784
o_1103452198826,2019-08-21,1076,4721972043784
o_8524540275466,2019-03-30,536,4469975738329
o_1755820034245,2019-05-06,230,4469975738329
o_2696062044489,2019-05-25,1046,4469975738329
o_7284259342637,2019-06-05,686,4469975738329
o_2826644199713,2019-06-06,229,4469975738329
o_4661220054202,2019-06-11,1727,4469975738329
o_3042108605708,2019-05-06,236,1913540686193
o_8268159104587,2019-06-05,1509,1913540686193
o_0662696935846,2019-07-15,1200,1913540686193
o_2294699295474,2019-08-20,720,1913540686193
o_7859451523032,2019-05-24,912,6662930880837
o_3509396184013,2019-06-04,881,6662930880837
o_1025933898783,2019-06-10,884,6662930880837
o_3186378386902,2019-06-20,781,6662930880837
o_8769055584164,2019-08-01,1657,9956441516666
o_8098001640150,2019-08-25,1472,9956441516666
o_3719715091360,2019-08-07,1233,7303116997756
o_8617721493817,2019-09-06,1768,7303116997756
o_1578002993723,2019-05-18,668,8401672833255
o_4109478501692,2019-06-18,512,8401672833255
o_5412237961408,2019-06-18,1438,8401672833255
o_5473472113939,2019-06-19,778,8401672833255
o_7955959920981,2019-07-11,345,8401672833255
o_5080804192083,2019-05-01,240,9031205500157
o_0164912530465,2019-05-29,923,9031205500157
o_3830071075662,2019-07-07,346,9031205500157
o_5736362435932,2019-07-13,1711,9031205500157
o_7199629391453,2019-07-20,479,9031205500157
o_9663403919006,2019-08-25,291,9031205500157
o_8733639105304,2019-07-18,1503,3022341462641
o_1272380796777,2019-07-27,983,3022341462641
o_6516726221291,2019-08-13,1621,3022341462641
o_3840487614799,2019-08-18,785,3022341462641
o_9471417707744,2019-06-13,598,0779106764047
o_2498021429135,2019-07-03,468,0779106764047
o_0390584890365,2019-07-13,643,0779106764047
o_8712244772750,2019-07-26,1421,0779106764047
o_4443505660854,2019-06-30,591,7228689610591
o_1750505211744,2019-07-06,843,7228689610591
o_1851389095052,2019-08-04,244,7228689610591
o_6185954307918,2019-08-13,858,7228689610591
o_9587882853081,2019-02-24,256,3120066668710
o_9349797973380,2019-04-06,1550,3120066668710
o_0671914745723,2019-04-13,419,3120066668710
o_8569738880244,2019-05-15,1298,3120066668710
o_9318615699627,2019-06-21,756,3120066668710
o_4724973194172,2019-07-05,311,3120066668710
o_1880295260742,2019-02-21,1606,4808916037518
o_7940560031614,2019-02-25,242,4808916037518
o_2072951340922,2019-03-27,1440,4808916037518
o_0286897791201,2019-04-09,395,4808916037518
o_1689132655273,2019-04-28,1046,4808916037518
o_9787052626310,2019-05-31,330,4808916037518
o_5459904936017,2019-09-04,271,9949656590118
o_8272028133622,2019-03-18,901,6092558386235
o_7896809173273,2019-04-21,468,6092558386235
o_4579341066045,2019-05-07,1646,6092558386235
o_8009533945439,2019-05-24,433,6092558386235
o_3600869660628,2019-06-09,1593,6092558386235
o_2709998091783,2019-06-10,268,6092558386235
o_2306122546722,2019-07-21,972,3572256225980
o_2173287775553,2019-08-11,1495,3572256225980
o_5675224133718,2019-08-20,934,3572256225980
o_0527576094481,2019-09-04,886,3572256225980
o_7419536668821,2019-01-25,267,8429586571919
o_5290713085257,2019-02-23,588,8429586571919
o_8944197412432,2019-02-23,1342,8429586571919
o_3504301515883,2019-03-03,1593,8429586571919
o_0601935693666,2019-03-05,706,8429586571919
o_7826154228458,2019-03-31,1259,8429586571919
o_4934346456282,2019-08-22,1246,4619549387006
o_0543365721604,2019-09-06,712,7240226499285
o_4282010124679,2019-06-28,327,6548265722540
o_6088681526907,2019-07-06,690,6548265722540
o_5735599678754,2019-07-12,632,6548265722540
o_4921179268342,2019-08-12,1063,6548265722540
o_9934583759431,2019-05-25,467,0392163281984
o_8846246424062,2019-06-16,1211,0392163281984
o_5438452362875,2019-07-19,1407,0392163281984
o_3322285959925,2019-08-11,601,0392163281984
o_7070976502313,2019-08-11,1589,0392163281984
o_6162646662586,2019-08-01,1112,9345630736136
o_7882379963833,2019-08-02,860,9345630736136
o_4063440697229,2019-08-18,1420,9345630736136
o_8704534370906,2019-04-20,902,5466431912162
o_7857370782080,2019-05-09,628,5466431912162
o_2572567951876,2019-06-06,770,5466431912162
o_1349378613672,2019-07-16,1338,5466431912162
o_3465557043318,2019-07-30,754,5466431912162
o_3636179685983,2019-03-01,1026,8037306999860
o_8762330712795,2019-03-29,372,8037306999860
o_3926681175691,2019-04-16,1404,8037306999860
o_5723959221306,2019-04-24,718,8037306999860
o_6999252624598,2019-05-05,1411,8037306999860
o_8441473650828,2019-06-02,411,8037306999860
o_3934957129552,2019-07-23,476,0934157765164
o_5836372155780,2019-08-09,1344,0934157765164
o_8756024692524,2019-08-13,521,2986038742427
o_6046035997711,2019-09-08,1448,2986038742427
o_2336178634487,2019-08-02,1502,4087685939555
o_4182020756627,2019-08-21,821,4087685939555
o_9342581789341,2019-09-08,883,4087685939555
o_9189198605295,2019-07-04,252,7401564691292
o_5663345647672,2019-07-23,517,7401564691292
o_0104650002800,2019-08-04,1488,7401564691292
o_2310118110743,2019-08-08,1233,7401564691292
o_0974541425229,2019-08-13,520,8707308204131
o_5001160551031,2019-08-14,829,1811699829402
o_5619148560311,2019-09-02,664,1811699829402
o_5184474624650,2019-08-30,1183,5827506743256
o_9351993582914,2019-09-03,1742,5827506743256
o_7365166421551,2019-02-08,1670,2738409033661
o_8329158042918,2019-03-22,921,2738409033661
o_6549888355511,2019-04-02,991,2738409033661
o_9244816843289,2019-05-13,1105,2738409033661
o_3229050104057,2019-05-26,1677,2738409033661
o_6787526579398,2019-06-02,910,2738409033661
o_3483804553151,2019-06-18,1166,4695174111155
o_9717762996601,2019-07-18,381,4695174111155
o_2250129215160,2019-08-04,793,4695174111155
o_7896883628508,2019-09-04,918,4695174111155
o_9098716185693,2019-08-25,1152,8181632031364
o_8877669825167,2019-08-21,1721,0459751697029
o_1859743802315,2019-08-25,1387,5146814253425
o_9482464373332,2019-05-18,945,9730201035259
o_6052526319405,2019-06-17,929,9730201035259
o_3128049369487,2019-07-30,260,9730201035259
o_4939668585016,2019-07-30,1022,9730201035259
o_8980916396287,2019-08-15,504,9730201035259
o_0012891122358,2019-03-16,963,0013358924638
o_1313006636395,2019-04-22,1538,0013358924638
o_7929913517449,2019-05-22,609,0013358924638
o_2377734909212,2019-05-31,1131,0013358924638
o_0530193905658,2019-06-13,492,0013358924638
o_2574059936842,2019-06-18,726,0013358924638
o_6817532499455,2019-04-18,888,2379338481194
o_9566148378360,2019-05-28,1425,2379338481194
o_9177473273925,2019-05-30,440,2379338481194
o_5868564193201,2019-06-03,243,2379338481194
o_4164280290820,2019-06-10,1501,2379338481194
o_5056182568208,2019-07-14,1079,2379338481194
o_0795488437379,2019-06-14,1766,7780857046033
o_6437554983086,2019-06-22,1476,7780857046033
o_4954876146729,2019-07-17,395,7780857046033
o_8984558886632,2019-08-26,1113,7780857046033
o_5680763860186,2019-03-05,1599,4406311907506
o_5173619025193,2019-03-19,901,4406311907506
o_0675969002244,2019-03-22,1619,4406311907506
o_8788977033512,2019-04-07,1746,4406311907506
o_1960252134672,2019-04-24,594,4406311907506
o_1977439188540,2019-05-23,1399,4406311907506
o_0235050221079,2019-07-27,369,7170689268022
o_7342598338855,2019-08-20,975,7170689268022
o_3006162297927,2019-06-04,312,0143709681825
o_4995643861247,2019-06-12,641,0143709681825
o_9261958584719,2019-07-15,1743,0143709681825
o_9510448678972,2019-07-25,1450,0143709681825
o_4250861216553,2019-06-12,1648,6654279060711
o_3219024984716,2019-07-17,1107,6654279060711
o_0739074943448,2019-07-26,1027,6654279060711
o_9105123499265,2019-08-09,1148,6654279060711
o_9014538891642,2019-03-18,1502,4632021114150
o_2843211470228,2019-03-30,1738,4632021114150
o_1264482839643,2019-04-09,583,4632021114150
o_7634853581220,2019-05-02,1499,4632021114150
o_5853611988848,2019-05-15,556,4632021114150
o_4531990064445,2019-06-04,404,4632021114150
o_1192631527960,2019-03-11,1013,7483248505521
o_4734384102765,2019-03-24,1303,7483248505521
o_0412327702053,2019-03-25,1019,7483248505521
o_9221632247323,2019-04-16,794,7483248505521
o_1877927956487,2019-05-10,1693,7483248505521
o_9470075712190,2019-06-09,341,7483248505521
o_6700660394573,2019-03-02,952,6601508115940
o_1017410723138,2019-03-26,1163,6601508115940
o_9945480828960,2019-04-13,285,6601508115940
o_4540845712691,2019-04-25,1650,6601508115940
o_4685116432172,2019-05-09,1087,6601508115940
o_7998472484158,2019-05-18,1755,6601508115940
o_1735065070871,2019-08-14,1489,4154825577059
o_5670600810900,2019-03-08,1439,3478435311423
o_4809971477684,2019-04-15,813,3478435311423
o_4533327450136,2019-05-19,869,3478435311423
o_2669947823325,2019-05-30,1485,3478435311423
o_9500820307880,2019-06-25,1649,3478435311423
o_5257568773388,2019-07-26,1476,3478435311423
o_4428748461871,2019-01-27,1533,3816473282778
o_9118878366911,2019-03-10,1629,3816473282778
o_4900797577890,2019-03-21,737,3816473282778
o_6785682942568,2019-04-02,1276,3816473282778
o_5841731089842,2019-05-06,381,3816473282778
o_9895611850318,2019-05-23,1043,3816473282778
o_6077495493604,2019-02-26,1578,0306542367435
o_9799418493177,2019-04-08,537,0306542367435
o_6579556124194,2019-05-02,637,0306542367435
o_0915369664407,2019-06-07,927,0306542367435
o_8728899362468,2019-07-14,1464,0306542367435
o_1565258946276,2019-08-13,380,0306542367435
o_6989289940112,2019-02-04,1180,7222259310850
o_9255934815560,2019-02-12,1233,7222259310850
o_7809641754364,2019-03-14,469,7222259310850
o_7960736422961,2019-04-23,1417,7222259310850
o_1811969322145,2019-05-18,831,7222259310850
o_7023672802997,2019-06-04,486,7222259310850
o_0157564571238,2019-08-30,977,4180240134102
o_5877919771797,2019-06-27,1602,1414086948658
o_2419106595873,2019-07-30,710,1414086948658
o_5502601075920,2019-08-01,1634,1414086948658
o_0313819381650,2019-06-27,485,8638547374524
o_5244532543498,2019-08-01,631,8638547374524
o_7822322133791,2019-07-04,592,2260360586356
o_7176560341440,2019-07-07,1277,2260360586356
o_7405567578901,2019-08-15,1230,2260360586356
o_9436497022965,2019-08-20,739,2260360586356
o_4525270615106,2019-03-19,578,3209193497995
o_4297692718610,2019-04-25,1448,3209193497995
o_4359533805115,2019-05-31,896,3209193497995
o_5423918211552,2019-06-06,466,3209193497995
o_1540801381070,2019-06-10,1216,3209193497995
o_1274968204575,2019-06-27,697,3209193497995
o_0764530800164,2019-08-29,1438,3174111952422
o_4646158871657,2019-09-04,811,3174111952422
o_0902671382792,2019-09-06,851,3174111952422
o_6678316211775,2019-08-29,1621,5785797801966
o_1679247516804,2019-09-08,1247,5785797801966
o_5482249287179,2019-08-25,993,3345957500157
o_2002895399229,2019-06-25,308,8994041009165
o_5432741379872,2019-07-09,1266,8994041009165
o_1142514894597,2019-07-25,1597,8994041009165
o_3840832428927,2019-08-22,338,8994041009165
o_1538942394257,2019-03-21,1534,5510681474229
o_4885090576088,2019-04-01,419,5510681474229
o_8708883471529,2019-05-04,1624,5510681474229
o_8288518035550,2019-05-23,389,5510681474229
o_1613362912882,2019-06-26,715,5510681474229
o_2860940883556,2019-07-27,592,5510681474229
o_8490838960034,2019-06-13,1412,8719310339350
o_8695937364831,2019-06-29,1695,8719310339350
o_0537821908906,2019-08-11,513,8719310339350
o_3383192076341,2019-04-07,1716,9581615244443
o_7716303867419,2019-05-13,756,9581615244443
o_2649650357898,2019-06-17,245,9581615244443
o_0989776383749,2019-07-03,1578,9581615244443
o_0284446576101,2019-07-23,1501,9581615244443
o_4127482308267,2019-07-19,1571,1031532901144
o_9728823655764,2019-08-20,961,1031532901144
o_5478807461686,2019-08-23,1700,1031532901144
o_5262537846161,2019-08-09,311,8677250448672
o_1375350065542,2019-09-06,868,8677250448672
o_1215506856399,2019-06-03,1395,0533551523372
o_4910752637330,2019-06-13,1542,0533551523372
o_5162374705761,2019-07-27,402,0533551523372
o_2033262336103,2019-08-11,1725,0533551523372
o_8273464783105,2019-06-27,1192,4784331338143
o_7085095390772,2019-08-06,318,4784331338143
o_3872713998878,2019-05-05,1487,7536286746422
o_3246577952190,2019-05-22,733,7536286746422
o_7889958523211,2019-06-14,1687,7536286746422
o_1820865090416,2019-07-28,677,7536286746422
o_1902863167526,2019-06-26,1191,8733249864455
o_8164394458389,2019-06-26,1168,8733249864455
o_4892622139628,2019-07-01,1292,8733249864455
o_2329943738251,2019-07-22,300,8733249864455
o_6189826579656,2019-04-14,1261,8851110201779
o_9077021585343,2019-04-19,1510,8851110201779
o_9301402644221,2019-04-22,648,8851110201779
o_3402057004531,2019-05-20,413,8851110201779
o_5419072989635,2019-07-01,928,8851110201779
o_4953003224187,2019-08-14,867,8851110201779
o_9636944366790,2019-04-27,1443,0607189140222
o_1779930850595,2019-05-29,1411,0607189140222
o_6266126720503,2019-06-30,240,0607189140222
o_1462352667901,2019-08-12,670,0607189140222
o_2359482456941,2019-07-30,859,1406128307585
o_3599566756737,2019-08-29,586,1406128307585
o_9260413665970,2019-08-03,870,2477764694574
o_5104200082639,2019-09-06,1737,2477764694574
o_1647981577177,2019-09-06,1659,2477764694574
o_9607553646474,2019-03-25,751,9200826786565
o_4697165742317,2019-03-25,1487,9200826786565
o_4625103197073,2019-03-31,275,9200826786565
o_4397173116901,2019-05-01,583,9200826786565
o_0788068042278,2019-06-13,776,9200826786565
o_5657087583701,2019-06-13,1458,9200826786565
o_1916312680191,2019-03-07,778,3230660492861
o_7018448582203,2019-03-29,1640,3230660492861
o_7506386875674,2019-05-09,457,3230660492861
o_7137774199364,2019-06-07,809,3230660492861
o_0693839371566,2019-07-06,599,3230660492861
o_0456967090606,2019-08-08,1454,3230660492861
o_0520694649793,2019-08-29,1580,8749749098023
o_5448051910698,2019-04-09,1369,8474795080417
o_5634141557571,2019-05-05,371,8474795080417
o_2985740806250,2019-05-21,1523,8474795080417
o_4337472953357,2019-07-01,307,8474795080417
o_5868625041328,2019-08-01,1401,8474795080417
o_8256609800981,2019-04-16,727,3602828704763
o_4488673074409,2019-05-21,1348,3602828704763
o_4296073674361,2019-06-27,398,3602828704763
o_2645125427042,2019-07-11,252,3602828704763
o_8957496803283,2019-07-14,522,3602828704763
o_2845898067692,2019-08-26,848,3602828704763
o_8690564057361,2019-04-16,1029,4319278434810
o_5153420378152,2019-04-30,619,4319278434810
o_7053338913774,2019-05-30,973,4319278434810
o_4791792336977,2019-06-01,965,4319278434810
o_8816763514799,2019-06-11,601,4319278434810
o_9994185098901,2019-06-20,233,4319278434810
o_3925289534145,2019-07-18,1634,3638103203362
o_5156444817553,2019-08-19,254,3638103203362
o_6686312451231,2019-07-13,572,1436646016829
o_8982201984773,2019-08-05,1131,1436646016829
o_4954183747329,2019-09-06,1042,1436646016829
o_6736439548007,2019-08-07,1122,4848254674044
o_8068853962311,2019-09-03,1048,4848254674044
o_3104780027701,2019-05-07,1724,7653947363429
o_2341676063639,2019-06-08,1694,7653947363429
o_3225944555998,2019-07-16,1362,7653947363429
o_2101425171646,2019-07-16,1132,7653947363429
o_6334829831007,2019-07-23,1675,7653947363429
o_3966961089102,2019-03-18,315,0620927818733
o_0164854679901,2019-04-28,1588,0620927818733
o_6500984770240,2019-05-18,740,0620927818733
o_6683859658314,2019-06-28,346,0620927818733
o_9949597716417,2019-08-08,946,0620927818733
o_6566064327537,2019-08-30,970,2249054344243
o_6823341202322,2019-03-12,1275,0800120036183
o_8490874439495,2019-03-14,985,0800120036183
o_0701014471045,2019-03-23,1366,0800120036183
o_4065746511940,2019-05-01,821,0800120036183
o_3129204441390,2019-05-09,1224,0800120036183
o_8508705856912,2019-05-20,1528,0800120036183
o_0037566536520,2019-06-26,756,3998388296498
o_7735168532522,2019-07-06,647,3998388296498
o_5660231391534,2019-08-09,822,3998388296498
o_4042629211159,2019-07-17,1512,0411683970083
o_9837861597353,2019-08-19,354,0411683970083
o_0082365417907,2019-08-25,1737,0411683970083
o_3554815071689,2019-08-30,967,0411683970083
o_8711618007030,2019-03-05,989,0710206700856
o_9116712250617,2019-04-03,580,0710206700856
o_7204106116563,2019-04-07,593,0710206700856
o_0473522848427,2019-04-15,881,0710206700856
o_0604302618972,2019-04-17,453,0710206700856
o_4568314283343,2019-04-24,588,0710206700856
o_7541268944222,2019-07-22,428,2820098792759
o_7724476235720,2019-08-18,922,2820098792759
o_2275220103772,2019-03-30,1672,0467334993093
o_2442688413549,2019-04-10,374,0467334993093
o_3473243313041,2019-04-20,1163,0467334993093
o_2862465137725,2019-05-08,441,0467334993093
o_1590986230533,2019-06-04,1550,0467334993093
o_3712811663226,2019-07-03,1506,0467334993093
o_5647153686009,2019-07-26,1082,5092598934183
o_0977655857177,2019-08-17,739,5092598934183
o_5951259538767,2019-08-22,1739,5092598934183
o_0325792792996,2019-06-25,382,9110534226034
o_3745177144504,2019-08-04,1414,9110534226034
o_4627394344266,2019-09-08,886,9110534226034
o_9148882898733,2019-09-05,510,0740820683709
o_6014245594860,2019-06-18,408,6248485186497
o_2750769267173,2019-07-02,611,6248485186497
o_4970263297119,2019-07-13,1509,6248485186497
o_7773953929218,2019-08-21,862,6248485186497
o_7869571558227,2019-03-14,1599,5254794614362
o_1247579788567,2019-04-17,995,5254794614362
o_2421076048495,2019-04-27,1411,5254794614362
